timestamp,machine_id,temperature_c,vibration_mm_s,pressure_bar,rpm,power_kw,acoustic_db,operating_hours,machine_age_years,days_since_last_maintenance,failure_within_7d
2025-07-05 12:00:00,CNC-001,66.0,1.61,155.3,1487.0,25.6,68.4,11587.0,7,4,0
2025-07-05 18:00:00,CNC-001,63.2,1.51,154.3,1498.0,23.3,71.8,11593.0,7,4,0
2025-07-06 00:00:00,CNC-001,67.1,1.59,155.7,1484.0,24.7,73.2,11598.0,7,5,0
2025-07-06 06:00:00,CNC-001,69.5,1.47,159.6,1495.0,25.4,72.2,11604.0,7,5,0
2025-07-06 12:00:00,CNC-001,67.4,1.48,157.7,1501.0,24.8,70.7,11610.0,7,5,0
2025-07-06 18:00:00,CNC-001,66.4,1.51,152.8,1489.0,25.4,73.5,11615.0,7,5,0
2025-07-07 00:00:00,CNC-001,66.7,1.77,156.8,1494.0,25.5,72.0,11621.0,7,6,0
2025-07-07 06:00:00,CNC-001,69.4,1.64,156.7,1494.0,25.3,71.5,11625.0,7,6,0
2025-07-07 12:00:00,CNC-001,68.0,2.02,152.4,1477.0,26.4,73.5,11630.0,7,6,0
2025-07-07 18:00:00,CNC-001,66.6,1.49,155.8,1504.0,24.7,74.9,11634.0,7,6,0
2025-07-08 00:00:00,CNC-001,64.9,1.77,154.8,1492.0,25.3,71.1,11640.0,7,7,0
2025-07-08 06:00:00,CNC-001,69.6,1.5,149.0,1490.0,25.2,77.1,11645.0,7,7,0
2025-07-08 12:00:00,CNC-001,66.3,1.53,155.3,1499.0,24.9,71.0,11650.0,7,7,0
2025-07-08 18:00:00,CNC-001,66.5,1.56,156.2,1488.0,24.2,73.8,11656.0,7,7,0
2025-07-09 00:00:00,CNC-001,67.3,1.53,154.1,1484.0,25.4,70.9,11660.0,7,8,0
2025-07-09 06:00:00,CNC-001,68.0,1.53,155.2,1485.0,26.2,71.6,11664.0,7,8,0
2025-07-09 12:00:00,CNC-001,67.9,1.5,154.7,1511.0,25.0,73.7,11670.0,7,8,0
2025-07-09 18:00:00,CNC-001,63.7,1.77,154.2,1490.0,25.7,72.4,11676.0,7,8,0
2025-07-10 00:00:00,CNC-001,69.0,1.57,157.7,1504.0,25.8,70.2,11681.0,7,9,0
2025-07-10 06:00:00,CNC-001,67.3,1.53,155.6,1474.0,25.5,72.3,11686.0,7,9,0
2025-07-10 12:00:00,CNC-001,67.6,1.59,156.4,1487.0,24.8,71.1,11691.0,7,9,0
2025-07-10 18:00:00,CNC-001,64.6,1.87,152.5,1502.0,24.7,72.5,11697.0,7,9,0
2025-07-11 00:00:00,CNC-001,66.9,1.7,153.9,1487.0,26.2,71.0,11701.0,7,10,0
2025-07-11 06:00:00,CNC-001,67.5,1.49,155.0,1488.0,25.2,76.2,11707.0,7,10,0
2025-07-11 12:00:00,CNC-001,69.1,1.61,155.2,1477.0,26.1,67.4,11712.0,7,10,0
2025-07-11 18:00:00,CNC-001,66.7,1.7,157.9,1493.0,24.9,70.4,11718.0,7,10,0
2025-07-12 00:00:00,CNC-001,69.0,1.58,155.9,1492.0,26.8,74.8,11722.0,7,11,0
2025-07-12 06:00:00,CNC-001,68.5,1.51,152.4,1504.0,25.4,69.7,11728.0,7,11,0
2025-07-12 12:00:00,CNC-001,66.0,1.7,156.4,1487.0,25.9,70.7,11733.0,7,11,0
2025-07-12 18:00:00,CNC-001,64.4,1.5,158.8,1486.0,24.2,72.5,11739.0,7,11,0
2025-07-13 00:00:00,CNC-001,68.6,1.5,154.3,1492.0,24.6,74.2,11745.0,7,12,0
2025-07-13 06:00:00,CNC-001,66.9,2.02,158.2,1493.0,25.5,69.8,11750.0,7,12,0
2025-07-13 12:00:00,CNC-001,66.4,1.56,154.9,1490.0,25.8,74.5,11754.0,7,12,0
2025-07-13 18:00:00,CNC-001,62.6,1.68,156.1,1500.0,25.4,67.7,11758.0,7,12,0
2025-07-14 00:00:00,CNC-001,67.3,1.62,155.7,1498.0,24.9,75.3,11764.0,7,13,0
2025-07-14 06:00:00,CNC-001,67.9,1.62,156.6,1499.0,24.7,74.3,11769.0,7,13,0
2025-07-14 12:00:00,CNC-001,65.6,1.55,159.5,1488.0,25.1,72.2,11775.0,7,13,0
2025-07-14 18:00:00,CNC-001,65.3,1.65,157.2,1482.0,25.2,73.2,11780.0,7,13,0
2025-07-15 00:00:00,CNC-001,65.2,1.62,157.1,1505.0,25.8,71.7,11786.0,7,14,0
2025-07-15 06:00:00,CNC-001,70.1,1.67,153.1,1497.0,26.5,70.2,11791.0,7,14,0
2025-07-15 12:00:00,CNC-001,65.1,1.49,155.7,1488.0,25.9,75.3,11798.0,7,14,0
2025-07-15 18:00:00,CNC-001,64.3,1.47,158.0,1487.0,24.7,75.9,11803.0,7,14,0
2025-07-16 00:00:00,CNC-001,68.8,1.51,158.1,1498.0,25.4,72.9,11809.0,7,15,0
2025-07-16 06:00:00,CNC-001,69.0,1.47,160.4,1495.0,24.9,77.5,11814.0,7,15,0
2025-07-16 12:00:00,CNC-001,67.0,1.7,155.1,1494.0,25.9,72.2,11819.0,7,15,0
2025-07-16 18:00:00,CNC-001,66.5,1.48,161.2,1487.0,24.8,70.7,11823.0,7,15,0
2025-07-17 00:00:00,CNC-001,65.7,1.51,154.1,1492.0,25.0,74.0,11827.0,7,16,0
2025-07-17 06:00:00,CNC-001,69.0,1.67,158.3,1489.0,25.5,71.8,11833.0,7,16,0
2025-07-17 12:00:00,CNC-001,67.4,1.58,153.0,1493.0,25.3,74.8,11839.0,7,16,0
2025-07-17 18:00:00,CNC-001,66.1,1.78,157.1,1501.0,24.6,69.5,11844.0,7,16,0
2025-07-18 00:00:00,CNC-001,68.4,1.63,156.1,1493.0,26.4,71.5,11849.0,7,17,0
2025-07-18 06:00:00,CNC-001,69.0,1.61,155.6,1493.0,25.8,71.2,11855.0,7,17,0
2025-07-18 12:00:00,CNC-001,67.0,1.48,154.8,1490.0,25.1,74.4,11859.0,7,17,0
2025-07-18 18:00:00,CNC-001,65.0,1.64,158.1,1484.0,25.6,69.0,11866.0,7,17,0
2025-07-19 00:00:00,CNC-001,69.8,1.54,154.5,1501.0,25.3,71.8,11872.0,7,18,0
2025-07-19 06:00:00,CNC-001,67.9,1.73,156.9,1497.0,24.7,70.9,11876.0,7,18,0
2025-07-19 12:00:00,CNC-001,67.4,1.77,155.5,1494.0,25.5,72.9,11881.0,7,18,0
2025-07-19 18:00:00,CNC-001,66.1,1.98,159.3,1504.0,25.6,71.1,11887.0,7,18,0
2025-07-20 00:00:00,CNC-001,66.9,1.48,152.2,1479.0,25.4,70.1,11892.0,7,19,0
2025-07-20 06:00:00,CNC-001,69.3,1.56,158.3,1487.0,26.0,72.2,11896.0,7,19,0
2025-07-20 12:00:00,CNC-001,67.6,1.71,153.9,1494.0,25.2,75.6,11900.0,7,19,0
2025-07-20 18:00:00,CNC-001,65.8,1.56,160.3,1501.0,25.8,71.1,11906.0,7,19,0
2025-07-21 00:00:00,CNC-001,67.0,1.77,151.9,1481.0,26.2,71.6,11911.0,7,20,0
2025-07-21 06:00:00,CNC-001,68.5,1.56,157.8,1499.0,24.6,76.0,11915.0,7,20,0
2025-07-21 12:00:00,CNC-001,66.4,1.56,153.3,1488.0,25.8,72.5,11920.0,7,20,0
2025-07-21 18:00:00,CNC-001,62.7,1.77,151.5,1494.0,25.1,71.8,11927.0,7,20,0
2025-07-22 00:00:00,CNC-001,65.5,1.51,159.1,1487.0,23.9,76.4,11931.0,7,21,0
2025-07-22 06:00:00,CNC-001,68.0,1.61,159.0,1493.0,25.5,74.2,11935.0,7,21,0
2025-07-22 12:00:00,CNC-001,66.0,1.48,157.2,1485.0,25.7,72.1,11942.0,7,21,0
2025-07-22 18:00:00,CNC-001,66.0,1.49,154.5,1496.0,24.6,70.8,11947.0,7,21,0
2025-07-23 00:00:00,CNC-001,67.7,1.61,156.7,1501.0,26.0,75.3,11953.0,7,22,0
2025-07-23 06:00:00,CNC-001,68.2,1.52,155.5,1488.0,25.7,71.7,11958.0,7,22,0
2025-07-23 12:00:00,CNC-001,67.7,1.52,153.9,1485.0,26.0,69.4,11963.0,7,22,0
2025-07-23 18:00:00,CNC-001,64.8,1.68,157.2,1492.0,25.1,69.6,11968.0,7,22,0
2025-07-24 00:00:00,CNC-001,68.6,1.72,157.9,1482.0,26.5,71.1,11973.0,7,23,0
2025-07-24 06:00:00,CNC-001,69.1,1.58,159.0,1498.0,25.5,71.7,11978.0,7,23,0
2025-07-24 12:00:00,CNC-001,68.7,1.84,154.7,1488.0,26.6,77.1,11984.0,7,23,0
2025-07-24 18:00:00,CNC-001,66.1,1.74,153.5,1486.0,25.2,74.5,11988.0,7,23,0
2025-07-25 00:00:00,CNC-001,66.2,1.77,155.5,1488.0,25.0,69.3,11994.0,7,24,0
2025-07-25 06:00:00,CNC-001,70.5,1.49,153.1,1477.0,25.7,70.9,12000.0,7,24,0
2025-07-25 12:00:00,CNC-001,69.0,1.53,159.4,1502.0,25.3,69.3,12006.0,7,24,0
2025-07-25 18:00:00,CNC-001,66.6,1.5,153.0,1481.0,25.4,68.4,12011.0,7,24,0
2025-07-26 00:00:00,CNC-001,67.9,1.56,153.2,1501.0,25.6,69.8,12016.0,7,25,0
2025-07-26 06:00:00,CNC-001,69.3,1.63,157.6,1486.0,25.0,72.0,12022.0,7,25,0
2025-07-26 12:00:00,CNC-001,65.8,1.57,153.6,1495.0,24.8,72.1,12026.0,7,25,0
2025-07-26 18:00:00,CNC-001,62.7,1.78,157.1,1497.0,24.4,71.3,12031.0,7,25,0
2025-07-27 00:00:00,CNC-001,67.8,1.52,157.4,1494.0,25.2,71.9,12037.0,7,26,0
2025-07-27 06:00:00,CNC-001,68.4,1.49,157.4,1488.0,24.4,74.5,12042.0,7,26,0
2025-07-27 12:00:00,CNC-001,67.9,1.51,155.3,1487.0,25.0,72.3,12048.0,7,26,0
2025-07-27 18:00:00,CNC-001,65.7,1.63,157.7,1497.0,25.3,67.7,12052.0,7,26,0
2025-07-28 00:00:00,CNC-001,67.7,1.47,155.6,1493.0,24.5,70.0,12058.0,7,27,0
2025-07-28 06:00:00,CNC-001,69.7,1.57,158.3,1485.0,25.1,67.4,12063.0,7,27,0
2025-07-28 12:00:00,CNC-001,68.3,1.48,156.3,1498.0,24.8,70.1,12067.0,7,27,0
2025-07-28 18:00:00,CNC-001,63.1,1.49,160.0,1493.0,24.3,72.4,12073.0,7,27,0
2025-07-29 00:00:00,CNC-001,66.2,1.69,154.0,1501.0,25.7,74.0,12079.0,7,28,0
2025-07-29 06:00:00,CNC-001,68.9,1.51,157.9,1491.0,24.8,71.9,12086.0,7,28,0
2025-07-29 12:00:00,CNC-001,68.0,1.54,154.2,1488.0,24.9,71.4,12091.0,7,28,0
2025-07-29 18:00:00,CNC-001,65.8,1.75,157.7,1485.0,25.8,73.5,12096.0,7,28,0
2025-07-30 00:00:00,CNC-001,68.2,1.48,152.5,1492.0,25.5,75.0,12101.0,7,29,0
2025-07-30 06:00:00,CNC-001,69.2,1.64,158.6,1497.0,25.6,70.3,12106.0,7,29,0
2025-07-30 12:00:00,CNC-001,68.3,1.54,158.4,1494.0,25.4,73.7,12111.0,7,29,0
2025-07-30 18:00:00,CNC-001,66.8,1.57,159.1,1482.0,25.4,70.2,12117.0,7,29,0
2025-07-31 00:00:00,CNC-001,69.2,1.6,154.8,1493.0,25.2,75.3,12121.0,7,30,0
2025-07-31 06:00:00,CNC-001,71.0,1.62,158.1,1499.0,25.9,74.6,12126.0,7,30,0
2025-07-31 12:00:00,CNC-001,67.7,1.67,155.7,1484.0,26.4,71.5,12131.0,7,30,0
2025-07-31 18:00:00,CNC-001,64.7,1.5,157.4,1505.0,24.4,69.4,12137.0,7,30,0
2025-08-01 00:00:00,CNC-001,69.0,1.82,158.8,1488.0,25.8,71.4,12142.0,7,31,0
2025-08-01 06:00:00,CNC-001,69.9,1.82,157.8,1485.0,26.1,70.5,12147.0,7,31,0
2025-08-01 12:00:00,CNC-001,65.0,1.81,157.7,1492.0,25.6,68.9,12153.0,7,31,0
2025-08-01 18:00:00,CNC-001,65.2,1.66,153.4,1483.0,24.8,75.3,12158.0,7,31,0
2025-08-02 00:00:00,CNC-001,67.6,1.58,156.3,1482.0,25.3,71.1,12163.0,7,32,0
2025-08-02 06:00:00,CNC-001,72.3,1.57,154.7,1491.0,25.6,71.0,12169.0,7,32,0
2025-08-02 12:00:00,CNC-001,68.3,1.51,154.3,1495.0,26.1,69.4,12175.0,7,32,0
2025-08-02 18:00:00,CNC-001,64.8,1.72,156.2,1480.0,26.1,74.2,12180.0,7,32,0
2025-08-03 00:00:00,CNC-001,64.6,1.49,158.1,1512.0,24.8,73.6,12185.0,7,33,0
2025-08-03 06:00:00,CNC-001,70.6,1.79,157.0,1492.0,26.7,74.9,12190.0,7,33,0
2025-08-03 12:00:00,CNC-001,68.4,1.47,154.4,1494.0,25.2,72.6,12196.0,7,33,0
2025-08-03 18:00:00,CNC-001,66.8,1.53,157.7,1496.0,24.9,70.2,12201.0,7,33,0
2025-08-04 00:00:00,CNC-001,69.9,1.74,157.0,1488.0,26.1,70.2,12207.0,7,34,0
2025-08-04 06:00:00,CNC-001,70.6,1.64,154.0,1486.0,26.1,72.4,12213.0,7,34,0
2025-08-04 12:00:00,CNC-001,68.3,1.47,157.5,1481.0,24.9,74.6,12219.0,7,34,0
2025-08-04 18:00:00,CNC-001,65.5,1.84,155.1,1498.0,26.0,70.9,12224.0,7,34,0
2025-08-05 00:00:00,CNC-001,66.0,1.48,157.0,1487.0,24.9,69.6,12229.0,7,35,0
2025-08-05 06:00:00,CNC-001,68.5,1.52,157.7,1486.0,24.9,70.6,12235.0,7,35,0
2025-08-05 12:00:00,CNC-001,69.2,1.59,157.0,1487.0,24.6,71.7,12239.0,7,35,0
2025-08-05 18:00:00,CNC-001,67.2,1.51,155.5,1485.0,25.1,73.1,12244.0,7,35,0
2025-08-06 00:00:00,CNC-001,68.2,1.51,155.0,1510.0,25.0,77.0,12249.0,7,36,0
2025-08-06 06:00:00,CNC-001,69.2,1.47,158.1,1487.0,25.5,71.6,12253.0,7,36,0
2025-08-06 12:00:00,CNC-001,69.3,1.47,156.2,1498.0,25.3,73.2,12258.0,7,36,0
2025-08-06 18:00:00,CNC-001,66.5,1.73,155.0,1493.0,26.2,73.8,12264.0,7,36,0
2025-08-07 00:00:00,CNC-001,68.3,1.81,154.3,1488.0,26.6,72.5,12270.0,7,37,0
2025-08-07 06:00:00,CNC-001,71.2,1.78,156.1,1486.0,25.4,70.7,12275.0,7,37,0
2025-08-07 12:00:00,CNC-001,67.4,1.72,157.2,1490.0,26.1,72.5,12280.0,7,37,0
2025-08-07 18:00:00,CNC-001,67.3,1.68,155.4,1491.0,24.8,72.1,12285.0,7,37,0
2025-08-08 00:00:00,CNC-001,69.7,1.48,158.8,1500.0,26.2,71.9,12291.0,7,38,0
2025-08-08 06:00:00,CNC-001,70.5,1.57,155.1,1491.0,25.6,75.2,12296.0,7,38,0
2025-08-08 12:00:00,CNC-001,67.5,2.26,151.4,1483.0,26.8,77.3,12302.0,7,38,0
2025-08-08 18:00:00,CNC-001,64.0,1.52,153.5,1485.0,25.1,68.4,12308.0,7,38,0
2025-08-09 00:00:00,CNC-001,68.9,1.52,154.7,1506.0,25.2,73.0,12312.0,7,39,0
2025-08-09 06:00:00,CNC-001,70.5,1.58,156.6,1489.0,26.0,71.3,12318.0,7,39,0
2025-08-09 12:00:00,CNC-001,68.4,1.52,155.3,1477.0,26.3,74.7,12325.0,7,39,0
2025-08-09 18:00:00,CNC-001,65.2,1.68,158.3,1490.0,25.1,74.0,12331.0,7,39,0
2025-08-10 00:00:00,CNC-001,70.9,1.72,156.9,1503.0,26.1,74.4,12336.0,7,40,0
2025-08-10 06:00:00,CNC-001,68.5,1.63,156.7,1500.0,25.4,70.5,12340.0,7,40,0
2025-08-10 12:00:00,CNC-001,69.5,1.47,159.7,1486.0,25.5,69.7,12345.0,7,40,0
2025-08-10 18:00:00,CNC-001,66.1,1.51,155.7,1498.0,24.2,71.7,12350.0,7,40,0
2025-08-11 00:00:00,CNC-001,70.0,1.66,155.0,1494.0,26.5,68.9,12354.0,7,41,0
2025-08-11 06:00:00,CNC-001,69.9,1.49,155.9,1478.0,25.2,72.3,12360.0,7,41,0
2025-08-11 12:00:00,CNC-001,69.1,1.8,157.8,1496.0,25.9,71.7,12364.0,7,41,0
2025-08-11 18:00:00,CNC-001,66.4,1.8,155.5,1498.0,25.5,76.0,12370.0,7,41,0
2025-08-12 00:00:00,CNC-001,67.7,1.5,154.8,1495.0,25.2,72.0,12376.0,7,42,0
2025-08-12 06:00:00,CNC-001,69.1,1.5,155.0,1491.0,25.5,72.6,12382.0,7,42,0
2025-08-12 12:00:00,CNC-001,69.6,1.47,157.1,1495.0,25.1,71.3,12388.0,7,42,0
2025-08-12 18:00:00,CNC-001,68.6,1.47,152.5,1493.0,24.5,69.7,12394.0,7,42,0
2025-08-13 00:00:00,CNC-001,69.2,1.47,151.2,1508.0,25.4,72.2,12399.0,7,43,0
2025-08-13 06:00:00,CNC-001,72.1,1.54,155.5,1482.0,25.5,73.5,12405.0,7,43,0
2025-08-13 12:00:00,CNC-001,68.7,1.73,157.5,1488.0,25.6,72.3,12411.0,7,43,0
2025-08-13 18:00:00,CNC-001,67.0,1.94,157.1,1492.0,25.6,70.8,12417.0,7,43,0
2025-08-14 00:00:00,CNC-001,69.4,1.62,156.1,1502.0,25.2,74.2,12423.0,7,44,0
2025-08-14 06:00:00,CNC-001,71.6,1.49,152.8,1493.0,25.6,71.3,12427.0,7,44,0
2025-08-14 12:00:00,CNC-001,71.0,1.56,152.9,1473.0,26.1,71.9,12432.0,7,44,0
2025-08-14 18:00:00,CNC-001,69.0,1.55,156.4,1487.0,25.7,72.0,12439.0,7,44,0
2025-08-15 00:00:00,CNC-001,67.1,1.69,154.5,1494.0,26.0,73.8,12445.0,7,45,0
2025-08-15 06:00:00,CNC-001,67.8,1.75,155.7,1485.0,25.3,72.7,12451.0,7,45,0
2025-08-15 12:00:00,CNC-001,66.7,1.84,152.8,1501.0,25.4,74.8,12457.0,7,45,0
2025-08-15 18:00:00,CNC-001,64.8,1.47,154.4,1498.0,24.1,73.4,12463.0,7,45,0
2025-08-16 00:00:00,CNC-001,69.5,1.55,155.0,1503.0,25.3,69.2,12468.0,7,1,0
2025-08-16 06:00:00,CNC-001,70.6,1.62,157.3,1489.0,26.3,73.5,12473.0,7,46,0
2025-08-16 12:00:00,CNC-001,68.1,1.58,157.3,1503.0,25.0,71.9,12479.0,7,46,0
2025-08-16 18:00:00,CNC-001,66.1,1.66,158.9,1488.0,25.0,73.5,12483.0,7,1,0
2025-08-17 00:00:00,CNC-001,67.7,1.63,158.8,1485.0,25.7,73.3,12488.0,7,47,0
2025-08-17 06:00:00,CNC-001,68.6,1.57,157.2,1490.0,25.3,75.6,12493.0,7,47,0
2025-08-17 12:00:00,CNC-001,68.1,1.49,155.8,1498.0,25.8,71.6,12498.0,7,47,0
2025-08-17 18:00:00,CNC-001,64.0,1.71,156.1,1515.0,23.8,74.7,12502.0,7,47,0
2025-08-18 00:00:00,CNC-001,68.9,1.64,155.4,1492.0,26.3,72.1,12506.0,7,3,0
2025-08-18 06:00:00,CNC-001,70.5,1.53,158.4,1485.0,25.3,73.9,12511.0,7,48,0
2025-08-18 12:00:00,CNC-001,67.8,1.7,153.5,1497.0,25.9,72.8,12517.0,7,3,0
2025-08-18 18:00:00,CNC-001,66.2,1.5,155.5,1485.0,24.0,70.1,12524.0,7,48,0
2025-08-19 00:00:00,CNC-001,69.3,1.64,158.7,1491.0,25.3,72.2,12529.0,7,4,0
2025-08-19 06:00:00,CNC-001,69.4,1.63,152.8,1499.0,25.6,72.6,12533.0,7,49,0
2025-08-19 12:00:00,CNC-001,66.8,1.58,159.1,1498.0,25.9,71.9,12538.0,7,49,0
2025-08-19 18:00:00,CNC-001,68.9,1.83,155.1,1479.0,26.9,74.8,12543.0,7,49,0
2025-08-20 00:00:00,CNC-001,69.7,1.83,157.0,1490.0,26.5,75.2,12549.0,7,50,0
2025-08-20 06:00:00,CNC-001,72.4,1.73,153.2,1494.0,26.4,75.4,12555.0,7,50,0
2025-08-20 12:00:00,CNC-001,67.7,1.84,158.1,1489.0,26.5,72.0,12560.0,7,50,0
2025-08-20 18:00:00,CNC-001,68.0,1.73,155.2,1492.0,25.6,70.6,12566.0,7,50,0
2025-08-21 00:00:00,CNC-001,68.4,1.48,155.7,1498.0,25.5,75.7,12571.0,7,6,0
2025-08-21 06:00:00,CNC-001,68.1,1.7,153.7,1481.0,26.1,67.7,12576.0,7,51,0
2025-08-21 12:00:00,CNC-001,68.1,1.55,157.6,1473.0,24.8,66.5,12581.0,7,51,0
2025-08-21 18:00:00,CNC-001,66.0,1.57,154.6,1482.0,26.3,72.9,12585.0,7,51,0
2025-08-22 00:00:00,CNC-001,69.9,2.11,154.4,1495.0,27.1,70.8,12589.0,7,7,0
2025-08-22 06:00:00,CNC-001,69.2,1.48,155.3,1486.0,25.1,69.4,12596.0,7,52,0
2025-08-22 12:00:00,CNC-001,69.1,1.63,158.6,1498.0,25.2,74.1,12602.0,7,7,0
2025-08-22 18:00:00,CNC-001,67.5,1.53,153.3,1490.0,24.8,71.9,12608.0,7,52,0
2025-08-23 00:00:00,CNC-001,69.5,1.48,151.5,1502.0,25.1,68.2,12614.0,7,53,0
2025-08-23 06:00:00,CNC-001,71.3,1.65,155.1,1491.0,26.5,71.2,12618.0,7,8,0
2025-08-23 12:00:00,CNC-001,68.8,1.68,159.0,1498.0,26.0,74.1,12622.0,7,8,0
2025-08-23 18:00:00,CNC-001,68.3,1.54,157.3,1480.0,25.4,74.3,12627.0,7,53,0
2025-08-24 00:00:00,CNC-001,70.2,1.6,152.5,1499.0,26.2,71.7,12632.0,7,54,0
2025-08-24 06:00:00,CNC-001,69.2,1.64,156.3,1496.0,26.0,70.1,12638.0,7,54,0
2025-08-24 12:00:00,CNC-001,69.2,1.5,157.2,1484.0,24.4,72.7,12642.0,7,54,0
2025-08-24 18:00:00,CNC-001,64.7,1.79,156.7,1494.0,25.7,73.2,12648.0,7,9,0
2025-08-25 00:00:00,CNC-001,67.3,1.8,153.7,1484.0,26.2,68.5,12653.0,7,55,0
2025-08-25 06:00:00,CNC-001,68.7,1.55,153.3,1487.0,25.3,73.1,12659.0,7,55,0
2025-08-25 12:00:00,CNC-001,69.9,1.89,155.9,1488.0,26.8,72.4,12664.0,7,55,0
2025-08-25 18:00:00,CNC-001,67.3,1.51,158.4,1505.0,26.1,70.9,12670.0,7,55,0
2025-08-26 00:00:00,CNC-001,66.2,1.83,151.9,1494.0,26.1,72.3,12674.0,7,56,0
2025-08-26 06:00:00,CNC-001,70.2,1.48,153.7,1497.0,25.8,70.4,12678.0,7,56,0
2025-08-26 12:00:00,CNC-001,69.4,1.61,153.9,1489.0,25.2,73.5,12682.0,7,11,0
2025-08-26 18:00:00,CNC-001,66.9,1.5,152.5,1490.0,24.2,71.1,12686.0,7,56,0
2025-08-27 00:00:00,CNC-001,66.9,2.02,153.4,1499.0,26.8,70.6,12692.0,7,57,0
2025-08-27 06:00:00,CNC-001,71.8,1.55,159.1,1486.0,25.6,69.8,12696.0,7,12,0
2025-08-27 12:00:00,CNC-001,70.1,1.8,156.3,1506.0,26.1,71.2,12702.0,7,57,0
2025-08-27 18:00:00,CNC-001,67.8,1.55,156.1,1503.0,25.1,74.0,12708.0,7,12,0
2025-08-28 00:00:00,CNC-001,68.9,1.54,155.5,1504.0,26.4,71.4,12714.0,7,58,0
2025-08-28 06:00:00,CNC-001,71.5,1.63,156.8,1489.0,26.3,74.5,12720.0,7,58,0
2025-08-28 12:00:00,CNC-001,67.8,1.91,154.1,1498.0,26.5,75.8,12725.0,7,13,0
2025-08-28 18:00:00,CNC-001,66.7,1.49,154.8,1483.0,25.0,73.8,12731.0,7,58,0
2025-08-29 00:00:00,CNC-001,67.7,1.56,157.4,1499.0,26.0,75.8,12736.0,7,14,0
2025-08-29 06:00:00,CNC-001,71.7,1.86,156.2,1502.0,26.4,71.9,12741.0,7,59,0
2025-08-29 12:00:00,CNC-001,70.7,1.52,158.1,1474.0,25.7,75.9,12745.0,7,14,0
2025-08-29 18:00:00,CNC-001,66.0,1.52,155.8,1486.0,24.7,69.7,12751.0,7,59,0
2025-08-30 00:00:00,CNC-001,67.3,1.55,156.6,1509.0,25.0,73.7,12755.0,7,15,0
2025-08-30 06:00:00,CNC-001,70.8,1.56,157.7,1484.0,25.3,74.0,12759.0,7,15,0
2025-08-30 12:00:00,CNC-001,68.8,1.72,157.2,1495.0,25.4,73.6,12764.0,7,15,0
2025-08-30 18:00:00,CNC-001,68.3,1.5,154.2,1493.0,24.9,75.3,12769.0,7,15,0
2025-08-31 00:00:00,CNC-001,68.4,1.53,156.3,1494.0,25.2,74.0,12773.0,7,61,0
2025-08-31 06:00:00,CNC-001,71.0,1.88,155.8,1496.0,26.5,71.4,12778.0,7,16,0
2025-08-31 12:00:00,CNC-001,66.4,1.72,158.0,1501.0,25.1,71.9,12783.0,7,1,0
2025-08-31 18:00:00,CNC-001,65.6,1.49,157.5,1497.0,24.7,70.5,12790.0,7,61,0
2025-09-01 00:00:00,CNC-001,69.2,1.59,154.0,1484.0,25.5,70.8,12795.0,7,62,0
2025-09-01 06:00:00,CNC-001,70.9,1.47,157.8,1491.0,25.7,75.3,12799.0,7,17,0
2025-09-01 12:00:00,CNC-001,68.2,1.47,155.3,1493.0,25.7,72.7,12804.0,7,62,0
